"id","churnLinear","churnExponencial_2","churnExponencial_e","churnRecente","Media_Intervalos"
744,0.276997578692494,0.5333866258442924,0.6439156169084469,0.2891156462585034,1.4038461538461537
86,0.4074714631615358,0.6592601936283738,0.729538177305576,0.41836734693877553,1.7176470588235293
1545,0.2543064683500519,0.7998716910379379,0.8807931312534617,0.2925170068027211,1.4057971014492754
2666,0.36331142626542146,0.5343784492452016,0.6439938201503762,0.37074829931972786,1.5869565217391304
3935,0.1954571659172143,0.5333902915327261,0.6439156428776529,0.2142857142857143,1.2695652173913043
396,0.23191513893693072,0.5343669732401451,0.6439936529283051,0.2517006802721088,1.3333333333333333
2694,0.26117836965294594,0.0021423108849546457,0.00021740195975050725,0.2789115646258503,1.3886255924170616
1126,0.2601176063645797,0.5343669734884372,0.6439936529283274,0.27210884353741494,1.3708920187793427
3734,0.3282139974633921,0.5499939106230783,0.6482528574017927,0.34013605442176875,1.5129533678756477
944,0.30520004612014295,0.7999936424185475,0.8807970148334501,0.3231292517006803,1.4696969696969697
2453,0.2950536146662055,0.034366734794281206,0.011873093620437203,0.30612244897959184,1.4433497536945812
4596,0.40378185172374037,0.17500917114383285,0.10168070680955221,0.41836734693877553,1.723529411764706
2489,0.25670471578461895,0.03375280695036176,0.011819872402050735,0.27210884353741494,1.375586854460094
2895,0.2867289288596795,0.6583294067825742,0.7294624291462831,0.2891156462585034,1.4038461538461537
2555,0.2562896344978669,0.5499881585574864,0.6482528215813272,0.2891156462585034,1.4038461538461537
317,0.3328029516891502,0.5499938808352793,0.6482528573779297,0.33673469387755106,1.5051546391752577
2219,0.246927245474461,0.6651649791820279,0.7308952557490356,0.2789115646258503,1.3838862559241707
494,0.17488758215150468,0.0021365960447532473,0.0002173661663771309,0.18707482993197277,1.23109243697479
2581,0.22211460855528653,0.5343670030125057,0.6439936529521675,0.24149659863945583,1.3153153153153154
112,0.3577349028348541,0.6583866272442889,0.7294638317775737,0.3617747440273038,1.564516129032258
3674,0.17942467089224767,0.6269581317919803,0.7178808567114718,0.22184300341296925,1.2819383259911894
395,0.2009937080634302,0.5332682212202295,0.6439117589947067,0.23208191126279865,1.2991071428571428
2039,0.48461842074713846,0.6671918431912379,0.731108908660405,0.5358361774744027,2.1555555555555554
2712,0.3271342666759537,0.6593670032892247,0.7295418678209394,0.3583617747440273,1.5561497326203209
123,0.33507464419214783,0.5187438808380079,0.6366751654882811,0.3583617747440273,1.5561497326203209
9640,0.16405470037844494,0.03332924892311362,0.011793655245177836,0.21160409556313997,1.2695652173913043
2974,0.3233033827865617,0.6592449329764956,0.7295379839379931,0.3617747440273038,1.564516129032258
2508,0.3643518840983493,0.5499937616287751,0.6482528572016018,0.3822525597269625,1.6166666666666667
588,0.19913630981402797,0.5333902840812393,0.6439156428744234,0.23890784982935154,1.3108108108108107
7231,0.29446727496459335,0.5083008110832455,0.6337161272925063,0.31399317406143346,1.455
3108,0.24113672772863415,0.5333293755830407,0.6439142142532931,0.2832764505119454,1.3923444976076556
2458,0.3303382786561724,0.6660970468076981,0.7310270411568311,0.3447098976109215,1.5235602094240839
6701,0.23231408604397386,0.13481551979976225,0.08732788361242838,0.23890784982935154,1.3153153153153154
3883,0.2800260035754917,0.13490805045173215,0.0873312454328583,0.2559726962457338,1.3456221198156681
222,0.3082584569664043,0.62709453937919,0.7178849304442818,0.33788395904436863,1.5077720207253886
2497,0.32922383970653113,0.5343669734866751,0.6439936529283272,0.32423208191126285,1.4771573604060915
3835,0.2352162708086648,0.1582072081530479,0.09733798625480528,0.273037542662116,1.3773584905660377
1372,0.25924636066030504,0.13539508183748805,0.08735993957644694,0.2798634812286689,1.3904761904761904
7445,0.2883378607415662,0.008471792935340616,0.00160018503123327,0.2764505119453925,1.3838862559241707
6034,0.2830193089906027,0.3775644323323083,0.31833701128141434,0.28767123287671237,1.4057971014492754
115,0.26342980036467345,0.0020772221178352313,0.00021594651029555045,0.28767123287671237,1.4057971014492754
1189,0.2469961195006779,0.0333904107392905,0.011795084225423191,0.2808219178082192,1.3923444976076556
11065,0.26193370424049744,0.2682191210487891,0.2370485134989614,0.2808219178082192,1.3923444976076556
425,0.20005610360465664,0.002075314521791438,0.0002159368830900732,0.23972602739726023,1.3167420814479638
860,0.23374164290055632,0.5333253147691739,0.6439141876013187,0.26027397260273977,1.3488372093023255
2527,0.22658843330683998,0.26611530780795345,0.2368320607897323,0.23630136986301364,1.3108108108108107
9883,0.22595726775445324,0.0030517671275448466,0.00029394658475301316,0.29452054794520544,1.4195121951219511
1535,0.23067932114638368,0.00012221957149638474,3.884083159877427e-06,0.2534246575342466,1.3410138248847927
3675,0.2467156014773949,0.016725659370452783,0.004341098383200848,0.2568493150684932,1.3472222222222223
892,0.40780307634765534,0.5500243983989093,0.6482533830043278,0.40753424657534243,1.686046511627907
2762,0.16305110103324139,0.1251384317956905,0.08555229586067525,0.18150684931506844,1.2226890756302522
3069,0.24105848800785445,0.007827909663319699,0.0015670637788860464,0.28767123287671237,1.4057971014492754
2651,0.2663986161110852,0.6261139309644951,0.7177508608492749,0.2773972602739726,1.380952380952381
2618,0.40027584272289496,0.7999936461438097,0.8807970148346382,0.3835616438356164,1.6145251396648044
5442,0.23512085651503112,0.5001834928990014,0.6321258721916925,0.23972602739726023,1.3122171945701357
1787,0.42033288138762914,0.6260905106861305,0.7177489714533998,0.386986301369863,1.6292134831460674
1397,0.2298377670765347,0.0010377243234548361,7.943885456962452e-05,0.25,1.334862385321101
3785,0.30592828089204727,0.12604157114430425,0.08562767991707543,0.3047945205479452,1.4405940594059405
3678,0.3542475104025433,0.15936697348940354,0.0974213089685183,0.3321917808219178,1.5
623,0.2678713357333209,0.5332681243608594,0.6439117587123592,0.3116438356164384,1.45
8260,0.27813362008509046,0.50000396394268,0.6321205851981682,0.2773972602739726,1.380952380952381
3001,0.26642199261302535,0.13334760128812562,0.08714450593281808,0.2773972602739726,1.3857142857142857
655,0.2671700406751134,0.5010377175795552,0.632199997679979,0.26027397260273977,1.3488372093023255
4093,0.4023563513955771,0.4167026008147633,0.33148319257645253,0.37671232876712324,1.6077348066298343
1332,0.2345831969704053,0.5313149770082114,0.6436997058679095,0.2226027397260274,1.2831858407079646
2528,0.37425779606339704,0.16621820119332065,0.09891036269673004,0.40068493150684936,1.6724137931034482
2011,0.26724017018093416,0.03143728573929072,0.011583031401607324,0.297945205479452,1.4264705882352942
1721,0.7749544158212165,0.9354169209817582,0.9683125621900587,0.7705479452054794,4.363636363636363
3260,0.15788489410444617,0.5312539716542269,0.6436982770910851,0.1643835616438356,1.1934156378600822
3283,0.35745892764675424,0.6642660205555626,0.7308188722394482,0.3298969072164949,1.4896907216494846
3781,0.3155627736195452,0.5322918077445195,0.6437777162454067,0.29209621993127144,1.4097560975609755
7203,0.5213717459869134,0.9312624772065621,0.9677255583709828,0.4914089347079038,1.9523809523809523
1402,0.23934943275431908,0.5313152149611294,0.6436997063471596,0.2233676975945017,1.2844444444444445
1157,0.3924822294402862,0.7979492366285457,0.8805816042574472,0.35051546391752575,1.5319148936170213
1065,0.35119804170785673,0.41670350233659303,0.3314831960564575,0.33333333333333337,1.5025906735751295
4347,0.3537871298780775,0.16670737614284215,0.09893906435583244,0.3298969072164949,1.4948453608247423
3076,0.3209763216118251,0.6271404405434321,0.7178861660569443,0.3470790378006873,1.529100529100529
3586,0.39871957821399995,0.7999023609305351,0.8807936570811822,0.36426116838487976,1.565217391304348
9403,0.2976509909146542,0.6416685623553935,0.7220074434718763,0.2852233676975945,1.396135265700483
1115,0.4503601186273125,0.8000206470479463,0.880797514835816,0.4501718213058419,1.8113207547169812
1874,0.334180671279951,0.5343076072604219,0.6439922332755135,0.35051546391752575,1.5372340425531914
423,0.3585181000800264,0.5343650661380707,0.6439936363861131,0.3711340206185567,1.5879120879120878
5483,0.33050887351127434,0.626072176543007,0.7177487646507357,0.3161512027491409,1.4595959595959596
187,0.26036812126347497,0.5333293755848596,0.643914214253293,0.27835051546391754,1.3827751196172249
62,0.401544038036059,0.7989257693262233,0.8807156471830755,0.3917525773195877,1.6363636363636365
8330,0.23793720284328956,0.5342410810117768,0.6439897428727535,0.2233676975945017,1.2844444444444445
1771,0.38196111660311627,0.6670745711456106,0.7311050571200066,0.3539518900343642,1.5454545454545454
